"# Weather station Nairobi (airport), Kenya, WMO_ID=63740,selection from 01.01.2016 till 31.12.2016, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=63740&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Nairobi (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.12.2016 15:00,26.0,,,,43,Wind blowing from the east-northeast,4,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,12.4,,,,,,
09.12.2016 09:00,17.5,,,,90,Wind blowing from the east-northeast,4,,,70 – 80%., ,,,15.0,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.8,,,,,,
09.12.2016 03:00,16.0,,,,97,Wind blowing from the north-northeast,2,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.5,,,,,,
08.12.2016 15:00,25.1,,,,49,Wind blowing from the east-northeast,5,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,13.6,,,,,,
08.12.2016 09:00,18.0,,,,89,Wind blowing from the north-northeast,4,,,"90  or more, but not 100%", ,,,14.2,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,300-600,Altocumulus translucidus at a single level.,,20.0,16.1,,,,,,
08.12.2016 03:00,15.8,,,,91,Wind blowing from the north-northwest,2,,,no clouds, ,,,,,,,,,,30.0,14.3,,,,,,
07.12.2016 21:00,18.4,,,,74,Wind blowing from the north-east,4,,,no clouds, ,,,,25.4,,,,,,30.0,13.7,,,,,,
07.12.2016 15:00,23.8,,,,49,Wind blowing from the north-east,5,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30.0,12.5,,,,,,
07.12.2016 09:00,18.3,,,,83,Wind blowing from the north-east,4,,,"90  or more, but not 100%", ,,,14.2,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,25.0,15.3,,,,,,
07.12.2016 03:00,15.0,,,,89,Wind blowing from the north-northeast,3,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,,,30.0,13.1,,,,,,
06.12.2016 21:00,17.5,,,,65,Wind blowing from the north-northeast,5,,,20–30%., ,,,,26.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30.0,10.8,,,,,,
06.12.2016 15:00,26.3,,,,31,Wind blowing from the east-northeast,5,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30.0,7.7,,,,,,
06.12.2016 09:00,19.5,,,,63,Wind blowing from the north-northeast,5,,,"10%  or less, but not 0", ,,,11.0,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30.0,12.2,,,,,,
06.12.2016 03:00,13.3,,,,92,Wind blowing from the north,3,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,12.0,,,,,,
05.12.2016 21:00,16.6,,,,72,Wind blowing from the north,4,,,40%., ,,,,25.2,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30.0,11.5,,,,,,
05.12.2016 09:00,20.0,,,,72,Wind blowing from the north-northeast,4,,,50%., ,,,12.5,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,14.8,0.6,24,,,,
05.12.2016 03:00,13.2,,,,94,Wind blowing from the east,2,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,12.3,,,,,,
04.12.2016 21:00,16.5,,,,85,Wind blowing from the north-northeast,4,,,"10%  or less, but not 0", ,,,,24.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,13.9,0.6,12,,,,
04.12.2016 15:00,22.5,,,,66,Wind blowing from the east-northeast,6,,,"90  or more, but not 100%", ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","90  or more, but not 100%",600-1000,,,30.0,15.8,0.6,12,,,,
04.12.2016 09:00,18.7,,,,85,Wind blowing from the north-east,4,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,200-300,,,30.0,16.2,Trace of precipitation,6,,,,
03.12.2016 21:00,17.9,,,,92,Wind blowing from the east-northeast,5,,,"10%  or less, but not 0", ,,,,26.1,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,16.5,,,,,,
03.12.2016 15:00,25.8,,,,48,Wind blowing from the east-northeast,8,,,"90  or more, but not 100%", ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30.0,13.8,,,,,,
03.12.2016 09:00,19.1,,,,87,Wind blowing from the north-east,5,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,,30.0,16.9,Trace of precipitation,24,,,,
02.12.2016 21:00,19.0,,,,,Wind blowing from the north-northeast,5,,,60%., ,,,,26.4,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,,,,,,,
02.12.2016 15:00,25.0,,,,53,Wind blowing from the east-northeast,7,,,50%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,14.8,,,,,,
02.12.2016 09:00,18.7,,,,85,Wind blowing from the north-northeast,6,,,70 – 80%., ,,,15.6,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,300-600,,,30.0,16.2,,,,,,
02.12.2016 03:00,17.5,,,,95,Wind blowing from the north-northeast,3,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",100-200,,,25.0,16.6,,,,,,
01.12.2016 21:00,18.7,,,,83,Wind blowing from the north-east,6,,,"10%  or less, but not 0", ,,,,25.4,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.7,,,,,,
01.12.2016 15:00,24.5,,,,51,Wind blowing from the north-east,7,,,60%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30.0,13.6,,,,,,
01.12.2016 09:00,19.7,,,,75,Wind blowing from the north-northeast,5,,,50%., ,,,13.7,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.2,,,,,,
01.12.2016 03:00,15.8,,,,96,Wind blowing from the north-northeast,1,,,70 – 80%., ,,,,,Stratocumulus cumulogenitus.,60%.,300-600,,,10.0,15.1,,,,,,
30.11.2016 21:00,17.3,,,,89,Wind blowing from the north-northeast,5,,,40%., ,,,,25.3,Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",15.0,15.4,,,,,,
30.11.2016 15:00,24.9,,,,49,Wind blowing from the east-northeast,6,,,60%., ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25.0,13.3,,,,,,
30.11.2016 09:00,19.5,,,,81,Wind blowing from the north-east,6,,,"90  or more, but not 100%", ,,,16.2,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,200-300,,,15.0,16.2,,,,,,
30.11.2016 03:00,17.0,,,,96,Wind blowing from the north-east,3,,,70 – 80%., ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",60%.,100-200,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,16.3,,,,,,
29.11.2016 21:00,18.5,,,,86,Wind blowing from the north-northeast,5,,,40%., ,,,,25.6,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.1,,,,,,
29.11.2016 15:00,25.0,,,,55,Wind blowing from the east-northeast,7,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.2,,,,,,
29.11.2016 09:00,18.0,,,,93,Wind blowing from the north-east,4,,,100%., ,,,16.0,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,200-300,,,20.0,16.9,Trace of precipitation,24,,,,
29.11.2016 03:00,16.8,,,,99,Wind blowing from the east-northeast,2,,,70 – 80%.,"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",70 – 80%.,200-300,,,0.3,16.6,Trace of precipitation,6,,,,
28.11.2016 21:00,18.8,,,,92,Wind blowing from the east-northeast,6,,,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,26.4,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altostratus opacus or Nimbostratus.,,20.0,17.5,Trace of precipitation,12,,,,
28.11.2016 15:00,25.6,,,,52,Wind blowing from the east,5,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.0,,,,,,
28.11.2016 09:00,18.4,,,,92,Wind blowing from the north-east,4,,,100%., ,,,15.6,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,200-300,,,30.0,17.0,,,,,,
28.11.2016 03:00,17.0,,,,90,Wind blowing from the east-northeast,3,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.4,,,,,,
27.11.2016 21:00,18.4,,,,84,Wind blowing from the east-northeast,3,,,40%., ,,,,25.2,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.7,,,,,,
27.11.2016 15:00,24.5,,,,49,Wind blowing from the east-northeast,6,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,13.1,,,,,,
27.11.2016 09:00,17.5,,,,87,Wind blowing from the east-northeast,3,,,"90  or more, but not 100%", ,,,15.0,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",100-200,,,20.0,15.3,19,24,,,,
27.11.2016 03:00,16.8,,,,93,Wind blowing from the north-northwest,2,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.7,,,,,,
26.11.2016 21:00,18.6,,,,87,Wind blowing from the north-east,4,,,60%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,25.0,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.3,19,12,,,,
26.11.2016 15:00,24.6,,,,60,Wind blowing from the east-northeast,5,,,60%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,16.3,,,,,,
26.11.2016 09:00,18.7,,,,87,Wind blowing from the east-northeast,2,,,"90  or more, but not 100%", ,,,17.0,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",200-300,,,20.0,16.5,7,24,,,,
26.11.2016 03:00,17.6,,,,96,Wind blowing from the north,2,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",200-300,,,20.0,16.9,1,6,,,,
25.11.2016 21:00,17.5,,,,88,Wind blowing from the south,2,,,"90  or more, but not 100%", ,,,,26.0,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",600-1000,,,20.0,15.4,5,12,,,,
25.11.2016 15:00,25.0,,,,55,Wind blowing from the east-northeast,3,,,70 – 80%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.3,,,,,,
25.11.2016 09:00,18.6,,,,86,Wind blowing from the south-southwest,2,,,70 – 80%., ,,,14.5,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.2,18,24,,,,
25.11.2016 03:00,15.1,,,,99,Wind blowing from the south-southwest,1,,,"10%  or less, but not 0","Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ",Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.","10%  or less, but not 0",200-300,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",0.3,15.0,,,,,,
24.11.2016 21:00,16.0,,,,96,Wind blowing from the south-west,5,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Rain.,,25.4,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,Altostratus opacus or Nimbostratus.,,30.0,15.3,18,12,,,,
24.11.2016 15:00,23.1,,,,64,Wind blowing from the east-northeast,2,,,50%.,Clouds generally dissolving or becoming less developed. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.8,Trace of precipitation,6,,,,
24.11.2016 09:00,18.1,,,,92,Wind blowing from the east-northeast,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,200-300,Altostratus opacus or Nimbostratus.,,30.0,16.7,8,24,,,,
24.11.2016 03:00,16.2,,,,99,Wind blowing from the north-west,2,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,16.0,,,,,,
23.11.2016 21:00,17.5,,,,96,Wind blowing from the north-northeast,3,,,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Thunderstorm(s) with or without precipitation.,Rain.,,26.1,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altostratus translucidus.,,20.0,16.8,3,12,,,,
23.11.2016 15:00,24.6,,,,55,Wind blowing from the south-east,6,,,70 – 80%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,14.9,,,,,,
23.11.2016 09:00,21.0,,,,72,variable wind direction,2,,,70 – 80%., ,,,15.2,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,300-600,Altocumulus translucidus at a single level.,,20.0,15.8,,,,,,
23.11.2016 03:00,16.5,,,,89,variable wind direction,1,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,14.6,,,,,,
22.11.2016 21:00,18.5,,,,87,Wind blowing from the north-northeast,3,,,70 – 80%., ,,,,24.0,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.3,,,,,,
